0,0,4740160068
0,1,3256598520
0,2,4486869072
0,3,5355295344
0,4,4595422356
0,5,4559237928
0,6,1979422481280
0,7,1792461001080
0,8,1905706608405
0,9,1339143792270
0,10,1280750520045
0,11,1520053489020
0,12,1842768060525
0,13,1830690245895
0,14,1466772042390
0,15,1916342295915
0,16,2026974047835
0,17,2469024638520
0,18,2278470716655
0,19,6078983904
0,20,5843785122
0,21,5717139624
0,22,5373387558
0,23,3437520660
1,0,4975358850
1,1,5301018702
1,2,4631606784
1,3,5970430620
1,4,3148045236
1,5,4993451064
1,6,1934034105405
1,7,1506443414325
1,8,1491275327295
1,9,1223207072730
1,10,1948262234580
1,11,1347461775480
1,12,1862829078855
1,13,1470068332950
1,14,1946150548440
1,15,1106665174845
1,16,1253710636545
1,17,1351685147760
1,18,1756382070810
1,19,5246742060
1,20,6060891690
1,21,4685883426
1,22,3636535014
1,23,5789508480
2,0,0
2,1,0
2,2,0
2,3,0
2,4,0
2,5,0
2,6,0
2,7,0
2,8,0
2,9,0
2,10,0
2,11,0
2,12,0
2,13,0
2,14,0
2,15,0
2,16,0
2,17,0
2,18,0
2,19,0
2,20,0
2,21,0
2,22,0
2,23,0
3,0,0
3,1,0
3,2,0
3,3,0
3,4,0
3,5,0
3,6,0
3,7,0
3,8,0
3,9,0
3,10,0
3,11,0
3,12,0
3,13,0
3,14,0
3,15,0
3,16,0
3,17,0
3,18,0
3,19,0
3,20,0
3,21,0
3,22,0
3,23,0
4,0,0
4,1,0
4,2,0
4,3,0
4,4,0
4,5,0
4,6,0
4,7,0
4,8,0
4,9,0
4,10,0
4,11,0
4,12,0
4,13,0
4,14,0
4,15,0
4,16,0
4,17,0
4,18,0
4,19,0
4,20,0
4,21,0
4,22,0
4,23,0
5,0,0
5,1,0
5,2,0
5,3,0
5,4,0
5,5,0
5,6,0
5,7,0
5,8,0
5,9,0
5,10,0
5,11,0
5,12,0
5,13,0
5,14,0
5,15,0
5,16,0
5,17,0
5,18,0
5,19,0
5,20,0
5,21,0
5,22,0
5,23,0
6,0,0
6,1,0
6,2,0
6,3,0
6,4,0
6,5,0
6,6,0
6,7,0
6,8,0
6,9,0
6,10,0
6,11,0
6,12,0
6,13,0
6,14,0
6,15,0
6,16,0
6,17,0
6,18,0
6,19,0
6,20,0
6,21,0
6,22,0
6,23,0
7,0,5174373204
7,1,5608586340
7,2,3690811656
7,3,5120096562
7,4,4414500216
7,5,4884897780
7,6,1929257059320
7,7,1242508399095
7,8,1883276381235
7,9,2052172644030
7,10,2122798244505
7,11,1810204315110
7,12,2073894683775
7,13,2002844170845
7,14,1773095294040
7,15,2138700271230
7,16,1748398867110
7,17,1486549785750
7,18,1568287490730
7,19,5590494126
7,20,3926010438
7,21,4504961286
7,22,4396408002
7,23,4378315788
8,0,271292748930
8,1,255281139540
8,2,260093668464
8,3,199068630642
8,4,240825460554
8,5,238310642808
8,6,69591582453825
8,7,64698638277690
8,8,95029494493935
8,9,115558083914190
8,10,92058261962010
8,11,118998265282815
8,12,94034928950400
8,13,63143226921960
8,14,61673184341280
8,15,121029784606305
8,16,77672889426390
8,17,125074307371155
8,18,89766606083115
8,19,185336640216
8,20,205437089970
8,21,241892901180
8,22,242688958596
8,23,167461532784
9,0,255281139540
9,1,228251371824
9,2,311982138216
9,3,196825196106
9,4,176724746352
9,5,329115464874
9,6,92241540867600
9,7,124677413385915
9,8,53789229889860
9,9,75711364772760
9,10,81184855247640
9,11,103672587236550
9,12,57231252545790
9,13,74299895730195
9,14,75552576275940
9,15,102298845269535
9,16,112174506035025
9,17,115174709870700
9,18,54091175255610
9,19,273499999038
9,20,175856320080
9,21,283486901166
9,22,189769232646
9,23,174300389676
10,0,3835549368
10,1,4830621138
10,2,5916153978
10,3,5988522834
10,4,4523053500
10,5,4215485862
10,6,2075607209730
10,7,1547685674730
10,8,1338461357115
10,9,1498241316330
10,10,2049198256845
10,11,1341036584115
10,12,2156688231825
10,13,1539071540415
10,14,2267294231475
10,15,1961820804735
10,16,1836587515725
10,17,1731119093940
10,18,2064005812095
10,19,5029635492
10,20,5102004348
10,21,5373387558
10,22,3618442800
10,23,4052655936
11,0,4884897780
11,1,4486869072
11,2,3419428446
11,3,4233578076
11,4,4179301434
11,5,5029635492
11,6,1152658729065
11,7,2330425921380
11,8,1668051784710
11,9,1541698271955
11,10,2092178795475
11,11,2179285848750
11,12,2301094085850
11,13,1772824895205
11,14,1507048592670
11,15,1716054015990
11,16,2311047338205
11,17,1635668305185
11,18,1734582774255
11,19,3944102652
11,20,4215485862
11,21,4233578076
11,22,3726996084
11,23,6024707262
12,0,4577330142
12,1,5120096562
12,2,4034563722
12,3,6042799476
12,4,6060891690
12,5,4794436710
12,6,1731170598480
12,7,1734956182170
12,8,2144932320570
12,9,1757708312715
12,10,2136743098710
12,11,1870606264395
12,12,1235748428220
12,13,1410554836980
12,14,1915119063090
12,15,2233275482805
12,16,2213587872390
12,17,1583365444815
12,18,1267616862345
12,19,5500033056
12,20,3437520660
12,21,3347059590
12,22,5065819920
12,23,5825692908
13,0,5427664200
13,1,3944102652
13,2,5590494126
13,3,3129953022
13,4,4287854718
13,5,4143117006
13,6,1396391088480
13,7,2106085021275
13,8,1777782207180
