0,9579960229059
1,8182212755508
2,0
3,0
4,0
5,0
6,0
7,9654258058335
8,481388185765278
9,454558918303248
10,9482023129755
11,9699074609103
12,9412576253949
13,9773669754882
14,8873932639935
15,9640216373667
16,9761354592363
17,10311348394281
18,9234504532968
19,9357322329102
20,8568129576402
21,9530595257403
22,8539660217220
23,8145282916188
24,8651477302743
25,9618371434815
26,8765010478257
27,9430415244129
28,9165876581565
29,9334997510982
