0,0,56162550660
0,1,59515220034
0,2,64455246670
0,3,63743427270
0,4,57650253206
0,5,66113785872
0,6,21778793754201
0,7,20697557954370
0,8,20645798802453
0,9,21043279670490
0,10,20731921482822
0,11,20936480452965
0,12,22371747182763
0,13,20898580422951
0,14,22174751527170
0,15,21788954676093
0,16,21799929306309
0,17,24307637526744
0,18,24520224042468
0,19,61038513550
0,20,65188420652
0,21,57166216014
0,22,58582736620
0,23,56240850794
1,0,61956760576
1,1,57678725982
1,2,60817849536
1,3,59365737960
1,4,56682178822
1,5,56205259824
1,6,20037223217286
1,7,22107391082964
1,8,20235809776974
1,9,20361934567194
1,10,20479045972902
1,11,21973369149138
1,12,21569263860771
1,13,24403988938032
1,14,21147434335962
1,15,19974327736704
1,16,21200716582947
1,17,21992590400253
1,18,23582101802160
1,19,59871129734
1,20,63138380780
1,21,62519097902
1,22,56312032734
1,23,61259177564
2,0,209
2,1,435
2,2,450
2,3,482
2,4,427
2,5,411
2,6,221
2,7,304
2,8,332
2,9,328
2,10,221
2,11,259
2,12,458
2,13,214
2,14,253
2,15,238
2,16,250
2,17,313
2,18,363
2,19,447
2,20,321
2,21,444
2,22,444
2,23,459
3,0,200
3,1,238
3,2,448
3,3,211
3,4,402
3,5,232
3,6,463
3,7,210
3,8,266
3,9,401
3,10,297
3,11,363
3,12,220
3,13,320
3,14,440
3,15,372
3,16,296
3,17,284
3,18,250
3,19,445
3,20,206
3,21,314
3,22,455
3,23,207
4,0,281
4,1,366
4,2,341
4,3,414
4,4,291
4,5,455
4,6,281
4,7,217
4,8,341
4,9,200
4,10,343
4,11,355
4,12,431
4,13,206
4,14,263
4,15,268
4,16,396
4,17,364
4,18,296
4,19,302
4,20,401
4,21,431
4,22,354
4,23,479
5,0,448
5,1,406
5,2,356
5,3,495
5,4,418
5,5,270
5,6,364
5,7,313
5,8,402
5,9,359
5,10,419
5,11,248
5,12,334
5,13,291
5,14,417
5,15,266
5,16,232
5,17,433
5,18,412
5,19,285
5,20,216
5,21,253
5,22,438
5,23,459
6,0,326
6,1,330
6,2,379
6,3,453
6,4,286
6,5,482
6,6,293
6,7,245
6,8,440
6,9,495
6,10,323
6,11,219
6,12,450
6,13,322
6,14,407
6,15,287
6,16,450
6,17,316
6,18,406
6,19,409
6,20,242
6,21,475
6,22,458
6,23,380
7,0,58632563978
7,1,54753148248
7,2,63729190882
7,3,61081222714
7,4,59081010200
7,5,54546720622
7,6,23233792910856
7,7,23376478751901
7,8,20609468812218
7,9,24158541124608
7,10,20811899622129
7,11,21196157729901
7,12,21793085810661
7,13,21227209048188
7,14,21697657645356
7,15,24347144109090
7,16,23001291405510
7,17,21755013650040
7,18,23242728054183
7,19,61600850876
7,20,67558779254
7,21,62590279842
7,22,57870917220
7,23,56952670194
8,0,498245107224
8,1,537245692150
8,2,515563673226
8,3,545431615250
8,4,484428692670
8,5,535807816962
8,6,177851644175832
8,7,193174982047080
8,8,205003171430640
8,9,205957505244480
8,10,182674430819232
8,11,203634138471984
8,12,196804037714856
8,13,168125910186960
8,14,178705537172448
8,15,202642374075240
8,16,183166286204616
8,17,206081940025104
8,18,187401032965872
8,19,514944390348
8,20,516303965402
8,21,518695678586
8,22,469124575570
8,23,520581999996
9,0,535330897964
9,1,495817803070
9,2,495426302400
9,3,531472836816
9,4,493732172228
9,5,554151402900
9,6,172625800675944
9,7,203584564857168
9,8,172741138614792
9,9,193014660642936
9,10,169371217751736
9,11,182586842420664
9,12,177191330303064
9,13,172641323727048
9,14,174781752176856
9,15,194299860779904
9,16,198496968315096
9,17,191063388081984
9,18,174858324216576
9,19,539309968410
9,20,486065877290
9,21,507028958620
9,22,498558307760
9,23,487147842778
10,0,54646375338
10,1,58241063308
10,2,59807065988
10,3,67316760658
10,4,61529668936
10,5,60426348866
10,6,20351867534724
10,7,20273104741824
10,8,20425179525069
10,9,20672938061490
10,10,20235366410259
10,11,24644220672456
10,12,24419141647527
10,13,19923909117090
10,14,23835874477668
10,15,24435144577899
10,16,23456488187682
10,17,23705994110568
10,18,23844887862180
10,19,60127384718
10,20,61031395356
10,21,65886003664
10,22,60910386058
10,23,55991714004
11,0,58661036754
11,1,65337902726
11,2,59194901304
11,3,61529668936
11,4,59550811004
11,5,63003135094
11,6,20563708151151
11,7,22457765541552
11,8,24157925627286
11,9,21266642605428
11,10,24086048058666
11,11,21790190886816
11,12,24293507168733
11,13,20325051672585
11,14,20331248374437
11,15,22303473924732
11,16,22254588832344
11,17,20079729045057
11,18,20561423508549
11,19,56525578554
11,20,66654768616
11,21,58397663576
11,22,62910598572
11,23,58653918560
12,0,54696202696
12,1,64846747340
12,2,66846959854
12,3,65245366204
12,4,57835326250
12,5,56312032734
12,6,23696584304052
12,7,20026180778043
12,8,23550382825761
12,9,21428116763031
12,10,22183540620285
12,11,19872155181252
12,12,22818280057716
12,13,21181005020406
12,14,24742225580787
12,15,24665345792406
12,16,21991489807584
12,17,23762098256292
12,18,22459711139019
12,19,54788739218
12,20,54568075204
12,21,59344383378
12,22,62604516230
12,23,59429801706
13,0,66583586676
13,1,60013493614
13,2,60433467060
13,3,54112510788
13,4,66868314436
13,5,62789589274
13,6,24597025589664
13,7,24004656361950
13,8,21395714480283
13,9,21624137011851
13,10,21952802149641
13,11,21330440467677
13,12,20769550276728
13,13,24152114915280
13,14,24682950059031
13,15,20318375091465
13,16,24032145098280
13,17,20694871673685
13,18,23727093150123
13,19,63351926600
13,20,57351289058
13,21,66199204200
13,22,64540664998
13,23,64127809746
14,0,64284410014
14,1,54105392594
14,2,60305339568
14,3,55436494872
14,4,60832085924
14,5,56119841496
