0,9217436190920
1,8698326293250
2,8949986708615
3,395130097717640
4,502307092331385
5,8637469556045
6,9302779539205
7,0
8,0
9,0
10,0
11,0
12,9210735744745
13,9396763073725
14,8962641948200
15,10088092688335
16,8809704916050
17,9427131477245
18,9533410460855
19,9047672435185
20,9808801405825
21,9406081126110
22,8786323748230
23,9421025467540
24,9469383395810
25,8974311674690
26,9302315461610
27,8926694184830
28,8909810103340
29,9742068090535
