0,286315
1,285309
2,278578
3,281966
4,286416
5,281495
6,289930
7,288639
8,283577
9,283782
10,296919
11,281764
12,290363
13,288651
14,293384
15,291555
16,286124
17,295625
18,297638
19,2492564
20,2316732
21,286523
22,7617
23,8787
24,8310
25,8658
26,8604
27,290955
28,282635
29,286649
